stage,index,year,version,page,Article_Name,length_of_article,paragraph,2500Bott,Bottid,singlebott,bott_list,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,Unnamed:_34,Unnamed:_0,Unnamed:_35
0.0,720,2018,March-2018---Sourcebook,120,Top 10 Streaming Trends for 2018 TULIX SYSTEMS,34,"10.4K and Beyond  4K and ultra high definition (UHD) are bringing amazing image quality to video content.This increase in image resolution obviously brings better visuals, but along with that it requires more  intensive data processing—4K can bring a 4-fold increase in the amount of pixels in a video file.The problem is while manufacturers move ahead with newer standards, the bandwidth to deliver 4K in not available in every household and not all consumer products support this yet.",1,"2,5",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
0.0,760,2018,March-2018---Sourcebook,126,20 for 20: The Most Important Standards of the Last 20 Years By Tim Siglin,50,"High Efficiency Video Coding (HEVC)Percentage vote: 43% Definition & Why it matters.High Efficiency Video Coding (HEVC), also known as H.265, is a joint codec specification by the ITU-T and MPEG standards committees.It is a part of the MPEG-H system, designed to replace MPEG-4, and promises a 50% increase in encoding quality or a 50% decrease in encoding time, depending on how it is deployed.Licensing issues, however, have continued to leave a significant amount of uncertainty around the adoption of HEVC, allowing alternate codecs such as the VPx series and AV1 to gain ground.",1,"5,11",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,780,2018,March-2018---Sourcebook,130,Per-Title Encoding By Jan Ozer,41,"Technologies and Deployment Models Per-title technologies come from multiple sources, so job number 1 is identifying a source that matches  your encoding workflow. Those who want to acquire  per-title encoding with a standalone encoder should consider Capella Systems’ Cambria encoder, which includes a source-adaptive bitrate ladder feature (reviewed at go2sm.com/cambria). Harmonic also offers the EyeQ content-aware compression ladder on a number of products. ",1,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,860,2018,March-2018---Sourcebook,138,Cloud VOD Encoding By Jan Ozer,35,"Who Are You and What Do You Want? Several years ago, cloud encoding companies were relatively homogenous regarding their product offerings. Codecs and formats were limited, and bandwidth restrictions limited most high-volume usage to uploading a fairly compact mezzanine file for encoding to Flash and maybe HLS format. Over the past few years, things have changed, and now there are roughly four types of vendors offering cloud encoding, though things may get blurry around the edges. These are shown in Figure 1 on the next page. ",1,14,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,900,2018,March-2018---Sourcebook,143,Encoder Appliances By Tim Siglin,36,"The third way, true streaming of on-demand content, required hefty hardware assistance in further compressing video content into data rates more akin to dial-up modem speeds than to CD-ROM data rates. To be honest, though, hardware assistance was needed for almost every early video codec, regardless of the data rate, resolution, or even frame rate.",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,1080,2018,March-2018---Sourcebook,167,Measuring Video Encoding QoE By Jan Ozer,30,"Live content can be extremely engaging, and oftentimes, the more you spread it around, the better. This means streaming to accounts you have access to, and also to accounts controlled by partners, stakeholders, and others who want to share your content with their audiences. ",1,21,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2.0,1220,2018,March-2018---Sourcebook,187,SERVICES,65,"BridTV (http://www.brid.tv) is a leading all-device video platform and online video player solution, which offers a unique way for publishers to maximize their ROI by having more control over videos and served ads. The BridTV service supports all the standard features of a modern-day enterprise level video platform. BridTV stands out in a crowded market because it offers unique features to publishers. AdBlock recovery, outstream ads, async embed code support, mobile and desktop live streaming, real-time encoding, real-time analytics. All that with just a fraction of the price you would normally pay for an enterprise level video platform.",1,26,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,
1.0,920,2018,March-2018---Sourcebook,144,Encoder Appliances By Tim Siglin,36,"While there isn’t room in this Buyers’ Guide to go into additional detail around use cases for varying latencies, a white paper I assisted with in 2017 (go2sm .com/siglinlatency) covers several of the key tradeoff elements, comparing low-latency live streaming with near-real-time streaming in terms of reach and scalability.",1,12,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2.0,960,2018,March-2018---Sourcebook,148,Conference At-A-Glance,1,"Featured Keynote Speakers TUESDAY 9:00 a.m.– 10:00 a.m.WELCOME & OPENING KEYNOTE: Creating Community With Facebook Live Erin Connolly, Product Manager, Facebook Live – Facebook WEDNESDAY 9:00 a.m.– 10:00 a.m.KEYNOTEChris Fetner, Global Director, Media Engineering & Partnerships – Netflix s t r e a m i n g m e d i a.c o m / e a s t",1,25,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,
0.0,60,2018,September-2018,8,"The Longest Meter
STREAMS OF THOUGHT TIM SIGLIN",19,"One need look no further than late June 2018, when Optus, Australia’s secondlargest mobile wireless carrier, caught the unenvi able public attention of the Australian prime minister after it failed to successfully stream  openinground matches for the 2018 World Cup.",1,2,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2.0,100,2018,September-2018,14,"Chasing the Teen Market and Losing Every Time
THE INDUSTRY TROY DREIER",12,"In 2018, creators know how to appeal to viewers. What they need is a way to make a living.  Better monetization opportunities will lead to more people able to go full-time as creators. So buy a T-shirt from your favorite show, and remember it’s not about how well a platform attracts viewers, it’s about how well that platform compensates talent. That makes sense no matter what age you are.",1,25,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,120,2018,September-2018,16,"FFmpeg Turns 4.0
THE PRODUCER’S VIEW JAN OZER",8,"What about quality? Here I focused on AV1 vs.HEVC. I targeted the AV1 encode at 3Mbps, and the file rendered at 2,854Kbps. I ran several HEVC encodes at different data rates, and a 4,500Kbps HEVC file delivered almost identical video multimethod assessment fusion (VMAF) and peak signal-to-noise ratio (PSNR) quality. So, with my 5-second test clip, AV1 delivered equivalent quality at a 36.58% lower data rate. That’s impressive any way you look at it.",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,160,2018,September-2018,25,Behind the Scenes at Facebook Live JAN OZER,47,"STREAMING MEDIA: What were the key business reasons for creating Facebook Live?  CAPRA: The key focus for us was really about finding new ways to bring people together.We launched Facebook Mentions in July 2014, an app for public figures and celebrities to connect authentically with their fans from their phones.We saw good usage and retention, but we were missing the truly authentic connection with fans.So we started prototyping interactive video ideas that could help here, and Live was the clear favorite.",1,18,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
1.0,260,2018,September-2018,36,25 Years of Internet Radio (Part 1) DOM ROBINSON,62,"We went on [in 1996] to trial putting clips from the Chris Evans Breakfast Show online on-demand (now known as podcasting), added more streaming formats (Windows Media, QuickTime), and upgraded the whole thing to a proper studio-grade encoder. Interestingly, every time we added a new encoding format we simply increased the audience size (the format wars were stupid then, as they are now— easy access is everything). From there we went on to add live streaming video from the studios, kicking off with Oasis.",1,"12,21",0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,360,2018,September-2018,51,harmonic,18,"DELIVER THE QOE VIEWERS EXPECT It’s a fact: Consumers expect the same quality for OTT as they do for traditional broadcast channels. Research shows that 86% of video streaming viewers say it is very or extremely important to get a television-quality experience every time they watch content, and on every screen they use.",1,18,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2.0,380,2018,September-2018,55,"The State of Server-Side Ad Insertion
NADINE KREFETZ",56,"What Is SSAI? “SSAI seamlessly inserts ads into streaming video content, allowing monetization on any device that can play video,” says Andrew Broadstone, director of product management at Brightcove. SSAI works with both Live or VOD and is really the only way to have live advertising (more on that later). ",1,29,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,
1.0,460,2018,September-2018,67,"Protecting Your Assets
NADINE KREFETZ",52,"If they find an illegal stream they grab a segment of content and then compare it to the original content. “What they do is capture that video and send it to us,” says Nakano. They inspect the content using fingerprinting to see if it matches the known content. “What fingerprinting does is allows you to automatically identify a piece of content,” he says. “I compare those two fingerprints and I say ‘Yes, this is a 100 percent match’.”",1,16,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,140,2018,October-2018,22,The 2018 Streaming Media 50 ERIC SCHUMACHER-RASMUSSEN,64,"Sonic Foundry GARY WEIS, CEO Sonic Foundry’s Mediasite set the pace for lecture- capture appliances, but the addition of a full-fledged education and enterprise video platform offering, as well as professional services, has kept the company at the forefront.",1,17,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,200,2018,October-2018,30,How to Choose a Video AI Platform JUN HEIDER,59,"Surveillance Surveillance is an area that is going to drive a lot of AI development in regard to object detection. One of the biggest challenges organizations face is trying to determine, out of a 24/7 video stream that is generally very boring to watch, when there’s an incident.",1,15,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,260,2018,October-2018,40,SPONSORED CONTENT Optimize Your Video Workflow LIMELIGHT NETWORKS,67,"As mentioned earlier in this document, Adobe is retiring the Flash video format and the Flash Player in December 2020.  Companies with Flash video libraries should already be transitioning their Flash video content to the more widely supported HLS and MPEG-DASH streaming formats and an HTML video player. This is a very important consideration for organizations that plan to make their videos publicly available.",1,15,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
2.0,280,2018,October-2018,41,SPONSORED CONTENT Optimize Your Video Workflow LIMELIGHT NETWORKS,67,"ANALYTICS Your videos are on your website, but how do you know which ones are being  viewed, where they are being viewed, or if viewers are watching the entire video? Understanding the viewers’ likes or dislikes allows you to create content that keeps your viewers engaged. ",1,26,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,300,2018,October-2018,44,Solving the Monetization Puzzle NADINE KREFETZ,54,"“Our users come for what we call appointment viewing,” says Berman. Each quarter, Ellation acquires 30 to 40 new series directly from Japan. Each season is 20-plus episodes, and each episode can range from 22 to 44 minutes in length. This binge-worthy content keeps viewers tuning in. ",1,16,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,340,2018,October-2018,50,Solving the Monetization Puzzle NADINE KREFETZ,54,"Good sites have very little else but video on a page, making it the center of focus. That focus generally includes advertising. “Remember, subscriptions are single-digit percentages of take rates,” says Rankin. “Just looking at that number, you realize there’s a lot to monetize via advertising. [Deciding between subscription- vs. ad-supported strategies] gets infinitely harder the smaller you are, because there’s only so many subscriptions consumers can take.”",1,20,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,
1.0,380,2018,October-2018,56,telestream,20,"With more viewers, the content volume will increase, and the viewers will continue to expect to be able to access content at any time, in any place, and on any platform that they wish. They will demand a consistent, high Quality of Experience (QoE) throughout. For content creators and aggregators to win and hold the attention of these consumers, they need to ensure quality, rapidly adjusting to maintain performance, and they must do so nimbly and cost effectively to stay competitive.",1,18,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
